,date,BTC-USD,fng_value,fng_classification,action
1492,2022-03-07,38062.0390625,23.0,Extreme Fear,Hold
1493,2022-03-08,38737.26953125,21.0,Extreme Fear,Hold
1494,2022-03-09,41982.92578125,22.0,Extreme Fear,Hold
1495,2022-03-10,39437.4609375,28.0,Fear,Hold
1496,2022-03-11,38794.97265625,22.0,Extreme Fear,Hold
1497,2022-03-12,38904.01171875,22.0,Extreme Fear,Hold
1498,2022-03-13,37849.6640625,21.0,Extreme Fear,Hold
1499,2022-03-14,39666.75390625,23.0,Extreme Fear,Hold
1500,2022-03-15,39338.78515625,21.0,Extreme Fear,Hold
1501,2022-03-16,41143.9296875,24.0,Extreme Fear,Hold
1502,2022-03-17,40951.37890625,27.0,Fear,Hold
1503,2022-03-18,41801.15625,25.0,Extreme Fear,Hold
1504,2022-03-19,42190.65234375,28.0,Fear,Hold
1505,2022-03-20,41247.82421875,31.0,Fear,Hold
1506,2022-03-21,41077.99609375,30.0,Fear,Hold
1507,2022-03-22,42358.80859375,26.0,Fear,Hold
1508,2022-03-23,42892.95703125,31.0,Fear,Hold
1509,2022-03-24,43960.93359375,40.0,Fear,Hold
1510,2022-03-25,44348.73046875,47.0,Neutral,Hold
1511,2022-03-26,44500.828125,51.0,Neutral,Hold
1512,2022-03-27,46820.4921875,49.0,Neutral,Hold
1513,2022-03-28,47128.00390625,60.0,Greed,Hold
1514,2022-03-29,47465.73046875,56.0,Greed,Hold
1515,2022-03-30,47062.6640625,55.0,Greed,Hold
1516,2022-03-31,45538.67578125,52.0,Neutral,Hold
1517,2022-04-01,46281.64453125,50.0,Neutral,Hold
1518,2022-04-02,45868.94921875,52.0,Neutral,Hold
1519,2022-04-03,46453.56640625,48.0,Neutral,Hold
1520,2022-04-04,46622.67578125,52.0,Neutral,Hold
1521,2022-04-05,45555.9921875,53.0,Neutral,Hold
1522,2022-04-06,43206.73828125,48.0,Neutral,Hold
1523,2022-04-07,43503.84765625,34.0,Fear,Hold
1524,2022-04-08,42287.6640625,37.0,Fear,Hold
1525,2022-04-09,42782.13671875,30.0,Fear,Hold
1526,2022-04-10,42207.671875,34.0,Fear,Hold
1527,2022-04-11,39521.90234375,32.0,Fear,Hold
1528,2022-04-12,40127.18359375,20.0,Extreme Fear,Hold
1529,2022-04-13,41166.73046875,25.0,Extreme Fear,Hold
1530,2022-04-14,39935.515625,28.0,Fear,Hold
1531,2022-04-15,40553.46484375,22.0,Extreme Fear,Hold
1532,2022-04-16,40424.484375,28.0,Fear,Hold
1533,2022-04-17,39716.953125,28.0,Fear,Hold
1534,2022-04-18,40826.21484375,24.0,Extreme Fear,Hold
1535,2022-04-19,41502.75,27.0,Fear,Hold
1536,2022-04-20,41374.37890625,27.0,Fear,Hold
1537,2022-04-21,40527.36328125,27.0,Fear,Hold
1538,2022-04-22,39740.3203125,26.0,Fear,Hold
1539,2022-04-23,39486.73046875,24.0,Extreme Fear,Hold
1540,2022-04-24,39469.29296875,24.0,Extreme Fear,Hold
1541,2022-04-25,40458.30859375,23.0,Extreme Fear,Hold
1542,2022-04-26,38117.4609375,27.0,Fear,Hold
1543,2022-04-27,39241.12109375,21.0,Extreme Fear,Hold
1544,2022-04-28,39773.828125,24.0,Extreme Fear,Hold
1545,2022-04-29,38609.82421875,23.0,Extreme Fear,Hold
1546,2022-04-30,37714.875,20.0,Extreme Fear,Hold
1547,2022-05-01,38469.09375,22.0,Extreme Fear,Hold
1548,2022-05-02,38529.328125,28.0,Fear,Hold
1549,2022-05-03,37750.453125,27.0,Fear,Hold
1550,2022-05-04,39698.37109375,21.0,Extreme Fear,Hold
1551,2022-05-05,36575.140625,27.0,Fear,Hold
1552,2022-05-06,36040.921875,22.0,Extreme Fear,Hold
1553,2022-05-07,35501.953125,23.0,Extreme Fear,Hold
1554,2022-05-08,34059.265625,18.0,Extreme Fear,Hold
1555,2022-05-09,30296.953125,11.0,Extreme Fear,Buy
1556,2022-05-10,31022.90625,10.0,Extreme Fear,Buy
1557,2022-05-11,28936.35546875,12.0,Extreme Fear,Buy
1558,2022-05-12,29047.751953125,12.0,Extreme Fear,Buy
1559,2022-05-13,29283.103515625,10.0,Extreme Fear,Buy
1560,2022-05-14,30101.265625,9.0,Extreme Fear,Buy
1561,2022-05-15,31305.11328125,10.0,Extreme Fear,Buy
1562,2022-05-16,29862.91796875,14.0,Extreme Fear,Buy
1563,2022-05-17,30425.857421875,8.0,Extreme Fear,Buy
1564,2022-05-18,28720.271484375,12.0,Extreme Fear,Buy
1565,2022-05-19,30314.333984375,13.0,Extreme Fear,Buy
1566,2022-05-20,29200.740234375,13.0,Extreme Fear,Buy
1567,2022-05-21,29432.2265625,13.0,Extreme Fear,Buy
1568,2022-05-22,30323.72265625,14.0,Extreme Fear,Buy
1569,2022-05-23,29098.91015625,10.0,Extreme Fear,Buy
1570,2022-05-24,29655.5859375,12.0,Extreme Fear,Buy
1571,2022-05-25,29562.361328125,11.0,Extreme Fear,Buy
1572,2022-05-26,29267.224609375,12.0,Extreme Fear,Buy
1573,2022-05-27,28627.57421875,12.0,Extreme Fear,Buy
1574,2022-05-28,28814.900390625,13.0,Extreme Fear,Buy
1575,2022-05-29,29445.95703125,14.0,Extreme Fear,Buy
1576,2022-05-30,31726.390625,10.0,Extreme Fear,Buy
1577,2022-05-31,31792.310546875,16.0,Extreme Fear,Hold
1578,2022-06-01,29799.080078125,17.0,Extreme Fear,Hold
1579,2022-06-02,30467.48828125,13.0,Extreme Fear,Buy
1580,2022-06-03,29704.390625,10.0,Extreme Fear,Buy
1581,2022-06-04,29832.9140625,14.0,Extreme Fear,Buy
1582,2022-06-05,29906.662109375,10.0,Extreme Fear,Buy
1583,2022-06-06,31370.671875,13.0,Extreme Fear,Buy
1584,2022-06-07,31155.478515625,15.0,Extreme Fear,Buy
1585,2022-06-08,30214.35546875,17.0,Extreme Fear,Hold
1586,2022-06-09,30111.998046875,11.0,Extreme Fear,Buy
1587,2022-06-10,29083.8046875,13.0,Extreme Fear,Buy
1588,2022-06-11,28360.810546875,12.0,Extreme Fear,Buy
1589,2022-06-12,26762.6484375,14.0,Extreme Fear,Buy
1590,2022-06-13,22487.388671875,11.0,Extreme Fear,Buy
1591,2022-06-14,22206.79296875,8.0,Extreme Fear,Buy
1592,2022-06-15,22572.83984375,7.0,Extreme Fear,Buy
1593,2022-06-16,20381.650390625,7.0,Extreme Fear,Buy
1594,2022-06-17,20471.482421875,9.0,Extreme Fear,Buy
1595,2022-06-18,19017.642578125,6.0,Extreme Fear,Buy
1596,2022-06-19,20553.271484375,6.0,Extreme Fear,Buy
1597,2022-06-20,20599.537109375,9.0,Extreme Fear,Buy
1598,2022-06-21,20710.59765625,9.0,Extreme Fear,Buy
1599,2022-06-22,19987.029296875,11.0,Extreme Fear,Buy
1600,2022-06-23,21085.876953125,11.0,Extreme Fear,Buy
1601,2022-06-24,21231.65625,11.0,Extreme Fear,Buy
1602,2022-06-25,21502.337890625,14.0,Extreme Fear,Buy
1603,2022-06-26,21027.294921875,14.0,Extreme Fear,Buy
1604,2022-06-27,20735.478515625,12.0,Extreme Fear,Buy
1605,2022-06-28,20280.634765625,10.0,Extreme Fear,Buy
1606,2022-06-29,20104.0234375,13.0,Extreme Fear,Buy
1607,2022-06-30,19784.7265625,11.0,Extreme Fear,Buy
1608,2022-07-01,19269.3671875,11.0,Extreme Fear,Buy
1609,2022-07-02,19242.255859375,14.0,Extreme Fear,Buy
1610,2022-07-03,19297.076171875,11.0,Extreme Fear,Buy
1611,2022-07-04,20231.26171875,14.0,Extreme Fear,Buy
1612,2022-07-05,20190.115234375,19.0,Extreme Fear,Hold
1613,2022-07-06,20548.24609375,18.0,Extreme Fear,Hold
1614,2022-07-07,21637.587890625,18.0,Extreme Fear,Hold
1615,2022-07-08,21731.1171875,20.0,Extreme Fear,Hold
1616,2022-07-09,21592.20703125,24.0,Extreme Fear,Hold
1617,2022-07-10,20860.44921875,24.0,Extreme Fear,Hold
1618,2022-07-11,19970.556640625,22.0,Extreme Fear,Hold
1619,2022-07-12,19323.9140625,16.0,Extreme Fear,Hold
1620,2022-07-13,20212.07421875,15.0,Extreme Fear,Buy
1621,2022-07-14,20569.919921875,18.0,Extreme Fear,Hold
1622,2022-07-15,20836.328125,15.0,Extreme Fear,Buy
1623,2022-07-16,21190.31640625,21.0,Extreme Fear,Hold
1624,2022-07-17,20779.34375,24.0,Extreme Fear,Hold
1625,2022-07-18,22485.689453125,20.0,Extreme Fear,Hold
1626,2022-07-19,23389.43359375,30.0,Fear,Hold
1627,2022-07-20,23231.732421875,31.0,Fear,Hold
1628,2022-07-21,23164.62890625,34.0,Fear,Hold
1629,2022-07-22,22714.978515625,33.0,Fear,Hold
1630,2022-07-23,22465.478515625,31.0,Fear,Hold
1631,2022-07-24,22609.1640625,30.0,Fear,Hold
1632,2022-07-25,21361.701171875,30.0,Fear,Hold
1633,2022-07-26,21239.75390625,26.0,Fear,Hold
1634,2022-07-27,22930.548828125,28.0,Fear,Hold
1635,2022-07-28,23843.88671875,32.0,Fear,Hold
1636,2022-07-29,23804.6328125,39.0,Fear,Hold
1637,2022-07-30,23656.20703125,42.0,Fear,Hold
1638,2022-07-31,23336.896484375,39.0,Fear,Hold
1639,2022-08-01,23314.19921875,33.0,Fear,Hold
1640,2022-08-02,22978.1171875,31.0,Fear,Hold
1641,2022-08-03,22846.5078125,34.0,Fear,Hold
1642,2022-08-04,22630.95703125,30.0,Fear,Hold
1643,2022-08-05,23289.314453125,31.0,Fear,Hold
1644,2022-08-06,22961.279296875,31.0,Fear,Hold
1645,2022-08-07,23175.890625,30.0,Fear,Hold
1646,2022-08-08,23809.486328125,30.0,Fear,Hold
1647,2022-08-09,23164.318359375,42.0,Fear,Hold
1648,2022-08-10,23947.642578125,31.0,Fear,Hold
1649,2022-08-11,23957.529296875,41.0,Fear,Hold
1650,2022-08-12,24402.818359375,42.0,Fear,Hold
1651,2022-08-13,24424.068359375,46.0,Fear,Hold
1652,2022-08-14,24319.333984375,47.0,Neutral,Hold
1653,2022-08-15,24136.97265625,45.0,Fear,Hold
1654,2022-08-16,23883.291015625,44.0,Fear,Hold
1655,2022-08-17,23335.998046875,41.0,Fear,Hold
1656,2022-08-18,23212.73828125,30.0,Fear,Hold
1657,2022-08-19,20877.552734375,33.0,Fear,Hold
1658,2022-08-20,21166.060546875,29.0,Fear,Hold
1659,2022-08-21,21534.12109375,27.0,Fear,Hold
1660,2022-08-22,21398.908203125,29.0,Fear,Hold
1661,2022-08-23,21528.087890625,28.0,Fear,Hold
1662,2022-08-24,21395.01953125,25.0,Extreme Fear,Hold
1663,2022-08-25,21600.904296875,25.0,Extreme Fear,Hold
1664,2022-08-26,20260.01953125,27.0,Fear,Hold
1665,2022-08-27,20041.73828125,28.0,Fear,Hold
1666,2022-08-28,19616.814453125,28.0,Fear,Hold
1667,2022-08-29,20297.994140625,24.0,Extreme Fear,Hold
1668,2022-08-30,19796.80859375,27.0,Fear,Hold
1669,2022-08-31,20049.763671875,23.0,Extreme Fear,Hold
1670,2022-09-01,20127.140625,20.0,Extreme Fear,Hold
1671,2022-09-02,19969.771484375,25.0,Extreme Fear,Hold
1672,2022-09-03,19832.087890625,21.0,Extreme Fear,Hold
1673,2022-09-04,19986.712890625,20.0,Extreme Fear,Hold
1674,2022-09-05,19812.37109375,23.0,Extreme Fear,Hold
1675,2022-09-06,18837.66796875,22.0,Extreme Fear,Hold
1676,2022-09-07,19290.32421875,24.0,Extreme Fear,Hold
1677,2022-09-08,19329.833984375,20.0,Extreme Fear,Hold
1678,2022-09-09,21381.15234375,22.0,Extreme Fear,Hold
1679,2022-09-10,21680.5390625,28.0,Fear,Hold
1680,2022-09-11,21769.255859375,26.0,Fear,Hold
1681,2022-09-12,22370.44921875,25.0,Extreme Fear,Hold
1682,2022-09-13,20296.70703125,34.0,Fear,Hold
1683,2022-09-14,20241.08984375,27.0,Fear,Hold
1684,2022-09-15,19701.2109375,28.0,Fear,Hold
1685,2022-09-16,19772.583984375,20.0,Extreme Fear,Hold
1686,2022-09-17,20127.576171875,22.0,Extreme Fear,Hold
1687,2022-09-18,19419.505859375,27.0,Fear,Hold
1688,2022-09-19,19544.12890625,21.0,Extreme Fear,Hold
1689,2022-09-20,18890.7890625,23.0,Extreme Fear,Hold
1690,2022-09-21,18547.400390625,23.0,Extreme Fear,Hold
1691,2022-09-22,19413.55078125,22.0,Extreme Fear,Hold
1692,2022-09-23,19297.638671875,20.0,Extreme Fear,Hold
1693,2022-09-24,18937.01171875,24.0,Extreme Fear,Hold
1694,2022-09-25,18802.09765625,24.0,Extreme Fear,Hold
1695,2022-09-26,19222.671875,21.0,Extreme Fear,Hold
1696,2022-09-27,19110.546875,20.0,Extreme Fear,Hold
1697,2022-09-28,19426.720703125,20.0,Extreme Fear,Hold
1698,2022-09-29,19573.05078125,22.0,Extreme Fear,Hold
1699,2022-09-30,19431.7890625,21.0,Extreme Fear,Hold
1700,2022-10-01,19312.095703125,20.0,Extreme Fear,Hold
1701,2022-10-02,19044.107421875,24.0,Extreme Fear,Hold
1702,2022-10-03,19623.580078125,24.0,Extreme Fear,Hold
1703,2022-10-04,20336.84375,20.0,Extreme Fear,Hold
1704,2022-10-05,20160.716796875,25.0,Extreme Fear,Hold
1705,2022-10-06,19955.443359375,26.0,Fear,Hold
1706,2022-10-07,19546.849609375,23.0,Extreme Fear,Hold
1707,2022-10-08,19416.568359375,24.0,Extreme Fear,Hold
1708,2022-10-09,19446.42578125,22.0,Extreme Fear,Hold
1709,2022-10-10,19141.484375,22.0,Extreme Fear,Hold
1710,2022-10-11,19051.41796875,24.0,Extreme Fear,Hold
1711,2022-10-12,19157.4453125,20.0,Extreme Fear,Hold
1712,2022-10-13,19382.904296875,20.0,Extreme Fear,Hold
1713,2022-10-14,19185.65625,24.0,Extreme Fear,Hold
1714,2022-10-15,19067.634765625,24.0,Extreme Fear,Hold
1715,2022-10-16,19268.09375,24.0,Extreme Fear,Hold
1716,2022-10-17,19550.7578125,20.0,Extreme Fear,Hold
1717,2022-10-18,19334.416015625,22.0,Extreme Fear,Hold
1718,2022-10-19,19139.53515625,23.0,Extreme Fear,Hold
1719,2022-10-20,19053.740234375,23.0,Extreme Fear,Hold
1720,2022-10-21,19172.46875,23.0,Extreme Fear,Hold
1721,2022-10-22,19208.189453125,20.0,Extreme Fear,Hold
1722,2022-10-23,19567.0078125,23.0,Extreme Fear,Hold
1723,2022-10-24,19345.572265625,22.0,Extreme Fear,Hold
1724,2022-10-25,20095.857421875,20.0,Extreme Fear,Hold
1725,2022-10-26,20770.44140625,33.0,Fear,Hold
1726,2022-10-27,20285.8359375,32.0,Fear,Hold
1727,2022-10-28,20595.3515625,30.0,Fear,Hold
1728,2022-10-29,20818.4765625,34.0,Fear,Hold
1729,2022-10-30,20635.603515625,34.0,Fear,Hold
1730,2022-10-31,20495.7734375,31.0,Fear,Hold
1731,2022-11-01,20485.2734375,30.0,Fear,Hold
1732,2022-11-02,20159.50390625,30.0,Fear,Hold
1733,2022-11-03,20209.98828125,30.0,Fear,Hold
1734,2022-11-04,21147.23046875,30.0,Fear,Hold
1735,2022-11-05,21282.69140625,38.0,Fear,Hold
1736,2022-11-06,20926.486328125,40.0,Fear,Hold
1737,2022-11-07,20602.81640625,33.0,Fear,Hold
1738,2022-11-08,18541.271484375,31.0,Fear,Hold
1739,2022-11-09,15880.7802734375,29.0,Fear,Hold
1740,2022-11-10,17586.771484375,22.0,Extreme Fear,Hold
1741,2022-11-11,17034.29296875,25.0,Extreme Fear,Hold
1742,2022-11-12,16799.185546875,21.0,Extreme Fear,Hold
1743,2022-11-13,16353.365234375,22.0,Extreme Fear,Hold
1744,2022-11-14,16618.19921875,24.0,Extreme Fear,Hold
1745,2022-11-15,16884.61328125,22.0,Extreme Fear,Hold
1746,2022-11-16,16669.439453125,23.0,Extreme Fear,Hold
1747,2022-11-17,16687.517578125,20.0,Extreme Fear,Hold
1748,2022-11-18,16697.77734375,23.0,Extreme Fear,Hold
1749,2022-11-19,16711.546875,23.0,Extreme Fear,Hold
1750,2022-11-20,16291.83203125,24.0,Extreme Fear,Hold
1751,2022-11-21,15787.2841796875,21.0,Extreme Fear,Hold
1752,2022-11-22,16189.76953125,22.0,Extreme Fear,Hold
1753,2022-11-23,16610.70703125,22.0,Extreme Fear,Hold
1754,2022-11-24,16604.46484375,20.0,Extreme Fear,Hold
1755,2022-11-25,16521.841796875,20.0,Extreme Fear,Hold
1756,2022-11-26,16464.28125,22.0,Extreme Fear,Hold
1757,2022-11-27,16444.626953125,26.0,Fear,Hold
1758,2022-11-28,16217.322265625,28.0,Fear,Hold
1759,2022-11-29,16444.982421875,26.0,Fear,Hold
1760,2022-11-30,17168.56640625,29.0,Fear,Hold
1761,2022-12-01,16967.1328125,27.0,Fear,Hold
1762,2022-12-02,17088.66015625,27.0,Fear,Hold
1763,2022-12-03,16908.236328125,27.0,Fear,Hold
1764,2022-12-04,17130.486328125,26.0,Fear,Hold
1765,2022-12-05,16974.826171875,26.0,Fear,Hold
1766,2022-12-06,17089.50390625,25.0,Extreme Fear,Hold
1767,2022-12-07,16848.126953125,29.0,Fear,Hold
1768,2022-12-08,17233.474609375,25.0,Extreme Fear,Hold
1769,2022-12-09,17133.15234375,26.0,Fear,Hold
1770,2022-12-10,17128.724609375,27.0,Fear,Hold
1771,2022-12-11,17104.193359375,26.0,Fear,Hold
1772,2022-12-12,17206.4375,27.0,Fear,Hold
1773,2022-12-13,17781.318359375,27.0,Fear,Hold
1774,2022-12-14,17815.650390625,30.0,Fear,Hold
1775,2022-12-15,17364.865234375,31.0,Fear,Hold
1776,2022-12-16,16647.484375,29.0,Fear,Hold
1777,2022-12-17,16795.091796875,28.0,Fear,Hold
1778,2022-12-18,16757.9765625,26.0,Fear,Hold
1779,2022-12-19,16439.6796875,29.0,Fear,Hold
1780,2022-12-20,16906.3046875,29.0,Fear,Hold
1781,2022-12-21,16817.53515625,26.0,Fear,Hold
1782,2022-12-22,16830.341796875,28.0,Fear,Hold
1783,2022-12-23,16796.953125,27.0,Fear,Hold
1784,2022-12-24,16847.755859375,29.0,Fear,Hold
1785,2022-12-25,16841.986328125,29.0,Fear,Hold
1786,2022-12-26,16919.8046875,28.0,Fear,Hold
1787,2022-12-27,16717.173828125,27.0,Fear,Hold
1788,2022-12-28,16552.572265625,28.0,Fear,Hold
1789,2022-12-29,16642.341796875,28.0,Fear,Hold
1790,2022-12-30,16602.5859375,28.0,Fear,Hold
1791,2022-12-31,16547.49609375,25.0,Extreme Fear,Hold
1792,2023-01-01,16625.080078125,26.0,Fear,Hold
1793,2023-01-02,16688.470703125,27.0,Fear,Hold
1794,2023-01-03,16679.857421875,26.0,Fear,Hold
1795,2023-01-04,16863.23828125,29.0,Fear,Hold
1796,2023-01-05,16836.736328125,29.0,Fear,Hold
1797,2023-01-06,16951.96875,26.0,Fear,Hold
1798,2023-01-07,16955.078125,25.0,Extreme Fear,Hold
1799,2023-01-08,17091.14453125,25.0,Extreme Fear,Hold
1800,2023-01-09,17196.5546875,25.0,Extreme Fear,Hold
1801,2023-01-10,17446.29296875,26.0,Fear,Hold
1802,2023-01-11,17934.896484375,26.0,Fear,Hold
1803,2023-01-12,18869.587890625,30.0,Fear,Hold
1804,2023-01-13,19909.57421875,31.0,Fear,Hold
1805,2023-01-14,20976.298828125,46.0,Fear,Hold
1806,2023-01-15,20880.798828125,52.0,Neutral,Hold
1807,2023-01-16,21169.6328125,45.0,Fear,Hold
1808,2023-01-17,21161.51953125,51.0,Neutral,Hold
1809,2023-01-18,20688.78125,52.0,Neutral,Hold
1810,2023-01-19,21086.79296875,45.0,Fear,Hold
1811,2023-01-20,22676.552734375,51.0,Neutral,Hold
1812,2023-01-21,22777.625,53.0,Neutral,Hold
1813,2023-01-22,22720.416015625,53.0,Neutral,Hold
1814,2023-01-23,22934.431640625,50.0,Neutral,Hold
1815,2023-01-24,22636.46875,52.0,Neutral,Hold
1816,2023-01-25,23117.859375,51.0,Neutral,Hold
1817,2023-01-26,23032.77734375,54.0,Neutral,Hold
1818,2023-01-27,23078.728515625,55.0,Greed,Hold
1819,2023-01-28,23031.08984375,52.0,Neutral,Hold
1820,2023-01-29,23774.56640625,55.0,Greed,Hold
1821,2023-01-30,22840.138671875,61.0,Greed,Hold
1822,2023-01-31,23139.283203125,51.0,Neutral,Hold
1823,2023-02-01,23723.76953125,56.0,Greed,Hold
1824,2023-02-02,23471.87109375,60.0,Greed,Hold
1825,2023-02-03,23449.322265625,60.0,Greed,Hold
1826,2023-02-04,23331.84765625,58.0,Greed,Hold
1827,2023-02-05,22955.666015625,58.0,Greed,Hold
1828,2023-02-06,22760.109375,56.0,Greed,Hold
1829,2023-02-07,23264.291015625,54.0,Neutral,Hold
1830,2023-02-08,22939.3984375,58.0,Greed,Hold
1831,2023-02-09,21819.0390625,55.0,Greed,Hold
1832,2023-02-10,21651.18359375,48.0,Neutral,Hold
1833,2023-02-11,21870.875,49.0,Neutral,Hold
1834,2023-02-12,21788.203125,50.0,Neutral,Hold
1835,2023-02-13,21808.1015625,48.0,Neutral,Hold
1836,2023-02-14,22220.8046875,50.0,Neutral,Hold
1837,2023-02-15,24307.841796875,53.0,Neutral,Hold
1838,2023-02-16,23623.474609375,62.0,Greed,Hold
1839,2023-02-17,24565.6015625,61.0,Greed,Hold
1840,2023-02-18,24641.27734375,60.0,Greed,Hold
1841,2023-02-19,24327.642578125,60.0,Greed,Hold
1842,2023-02-20,24829.1484375,58.0,Greed,Hold
1843,2023-02-21,24436.353515625,60.0,Greed,Hold
1844,2023-02-22,24188.84375,59.0,Greed,Hold
1845,2023-02-23,23947.4921875,56.0,Greed,Hold
1846,2023-02-24,23198.126953125,53.0,Neutral,Hold
1847,2023-02-25,23175.375,52.0,Neutral,Hold
1848,2023-02-26,23561.212890625,51.0,Neutral,Hold
1849,2023-02-27,23522.87109375,50.0,Neutral,Hold
1850,2023-02-28,23147.353515625,53.0,Neutral,Hold
1851,2023-03-01,23646.55078125,50.0,Neutral,Hold
1852,2023-03-02,23475.466796875,51.0,Neutral,Hold
1853,2023-03-03,22362.6796875,50.0,Neutral,Hold
1854,2023-03-04,22353.349609375,50.0,Neutral,Hold
1855,2023-03-05,22435.513671875,47.0,Neutral,Hold
1856,2023-03-06,22429.7578125,48.0,Neutral,Hold
1857,2023-03-07,22219.76953125,49.0,Neutral,Hold
1858,2023-03-08,21718.080078125,50.0,Neutral,Hold
1859,2023-03-09,20363.021484375,44.0,Fear,Hold
1860,2023-03-10,20187.244140625,34.0,Fear,Hold
1861,2023-03-11,20632.41015625,33.0,Fear,Hold
1862,2023-03-12,22163.94921875,33.0,Fear,Hold
1863,2023-03-13,24197.533203125,49.0,Neutral,Hold
1864,2023-03-14,24746.07421875,56.0,Greed,Hold
1865,2023-03-15,24375.9609375,50.0,Neutral,Hold
1866,2023-03-16,25052.7890625,52.0,Neutral,Hold
1867,2023-03-17,27423.9296875,51.0,Neutral,Hold
1868,2023-03-18,26965.87890625,64.0,Greed,Hold
1869,2023-03-19,28038.67578125,63.0,Greed,Hold
1870,2023-03-20,27767.236328125,66.0,Greed,Hold
1871,2023-03-21,28175.81640625,68.0,Greed,Hold
1872,2023-03-22,27307.4375,62.0,Greed,Hold
1873,2023-03-23,28333.97265625,57.0,Greed,Hold
1874,2023-03-24,27493.28515625,61.0,Greed,Hold
1875,2023-03-25,27494.70703125,64.0,Greed,Hold
1876,2023-03-26,27994.330078125,64.0,Greed,Hold
1877,2023-03-27,27139.888671875,64.0,Greed,Hold
1878,2023-03-28,27268.130859375,59.0,Greed,Hold
1879,2023-03-29,28348.44140625,57.0,Greed,Hold
1880,2023-03-30,28033.5625,60.0,Greed,Hold
1881,2023-03-31,28478.484375,63.0,Greed,Hold
1882,2023-04-01,28411.03515625,61.0,Greed,Hold
1883,2023-04-02,28199.30859375,63.0,Greed,Hold
1884,2023-04-03,27790.220703125,63.0,Greed,Hold
1885,2023-04-04,28168.08984375,62.0,Greed,Hold
1886,2023-04-05,28177.984375,62.0,Greed,Hold
1887,2023-04-06,28044.140625,63.0,Greed,Hold
1888,2023-04-07,27925.859375,64.0,Greed,Hold
1889,2023-04-08,27947.794921875,61.0,Greed,Hold
1890,2023-04-09,28333.05078125,61.0,Greed,Hold
1891,2023-04-10,29652.98046875,62.0,Greed,Hold
1892,2023-04-11,30235.05859375,68.0,Greed,Hold
1893,2023-04-12,30139.052734375,65.0,Greed,Hold
1894,2023-04-13,30399.06640625,61.0,Greed,Hold
1895,2023-04-14,30485.69921875,68.0,Greed,Hold
1896,2023-04-15,30318.49609375,68.0,Greed,Hold
1897,2023-04-16,30315.35546875,68.0,Greed,Hold
1898,2023-04-17,29445.044921875,69.0,Greed,Hold
1899,2023-04-18,30397.552734375,58.0,Greed,Hold
1900,2023-04-19,28822.6796875,63.0,Greed,Hold
1901,2023-04-20,28245.98828125,52.0,Neutral,Hold
1902,2023-04-21,27276.91015625,50.0,Neutral,Hold
1903,2023-04-22,27817.5,53.0,Neutral,Hold
1904,2023-04-23,27591.384765625,56.0,Greed,Hold
1905,2023-04-24,27525.33984375,53.0,Neutral,Hold
1906,2023-04-25,28307.59765625,53.0,Neutral,Hold
1907,2023-04-26,28422.701171875,56.0,Greed,Hold
1908,2023-04-27,29473.787109375,59.0,Greed,Hold
1909,2023-04-28,29340.26171875,64.0,Greed,Hold
1910,2023-04-29,29248.48828125,64.0,Greed,Hold
1911,2023-04-30,29268.806640625,60.0,Greed,Hold
1912,2023-05-01,28091.568359375,63.0,Greed,Hold
1913,2023-05-02,28680.537109375,55.0,Greed,Hold
1914,2023-05-03,29006.30859375,64.0,Greed,Hold
1915,2023-05-04,28847.7109375,64.0,Greed,Hold
1916,2023-05-05,29534.384765625,61.0,Greed,Hold
1917,2023-05-06,28904.623046875,60.0,Greed,Hold
1918,2023-05-07,28454.978515625,64.0,Greed,Hold
1919,2023-05-08,27694.2734375,60.0,Greed,Hold
1920,2023-05-09,27658.775390625,51.0,Neutral,Hold
1921,2023-05-10,27621.755859375,52.0,Neutral,Hold
1922,2023-05-11,27000.7890625,52.0,Neutral,Hold
1923,2023-05-12,26804.990234375,49.0,Neutral,Hold
1924,2023-05-13,26784.078125,48.0,Neutral,Hold
1925,2023-05-14,26930.638671875,48.0,Neutral,Hold
1926,2023-05-15,27192.693359375,50.0,Neutral,Hold
1927,2023-05-16,27036.650390625,54.0,Neutral,Hold
1928,2023-05-17,27398.802734375,50.0,Neutral,Hold
1929,2023-05-18,26832.208984375,51.0,Neutral,Hold
1930,2023-05-19,26890.12890625,48.0,Neutral,Hold
1931,2023-05-20,27129.5859375,48.0,Neutral,Hold
1932,2023-05-21,26753.826171875,52.0,Neutral,Hold
1933,2023-05-22,26851.27734375,49.0,Neutral,Hold
1934,2023-05-23,27225.7265625,50.0,Neutral,Hold
1935,2023-05-24,26334.818359375,50.0,Neutral,Hold
1936,2023-05-25,26476.20703125,51.0,Neutral,Hold
1937,2023-05-26,26719.291015625,49.0,Neutral,Hold
1938,2023-05-27,26868.353515625,48.0,Neutral,Hold
1939,2023-05-28,28085.646484375,50.0,Neutral,Hold
1940,2023-05-29,27745.884765625,52.0,Neutral,Hold
1941,2023-05-30,27702.349609375,51.0,Neutral,Hold
1942,2023-05-31,27219.658203125,51.0,Neutral,Hold
1943,2023-06-01,26819.97265625,52.0,Neutral,Hold
1944,2023-06-02,27249.58984375,50.0,Neutral,Hold
1945,2023-06-03,27075.12890625,53.0,Neutral,Hold
1946,2023-06-04,27119.06640625,52.0,Neutral,Hold
1947,2023-06-05,25760.09765625,53.0,Neutral,Hold
1948,2023-06-06,27238.783203125,44.0,Fear,Hold
