,date,BTC-USD,fng_value,fng_classification,action
1038,2020-12-08,18321.14453125,95.0,Extreme Greed,Sell
1039,2020-12-09,18553.916015625,86.0,Extreme Greed,Sell
1040,2020-12-10,18264.9921875,94.0,Extreme Greed,Sell
1041,2020-12-11,18058.904296875,89.0,Extreme Greed,Sell
1042,2020-12-12,18803.65625,90.0,Extreme Greed,Sell
1043,2020-12-13,19142.3828125,91.0,Extreme Greed,Sell
1044,2020-12-14,19246.64453125,95.0,Extreme Greed,Sell
1045,2020-12-15,19417.076171875,91.0,Extreme Greed,Sell
1046,2020-12-16,21310.59765625,92.0,Extreme Greed,Sell
1047,2020-12-17,22805.162109375,92.0,Extreme Greed,Sell
1048,2020-12-18,23137.9609375,95.0,Extreme Greed,Sell
1049,2020-12-19,23869.83203125,93.0,Extreme Greed,Sell
1050,2020-12-20,23477.294921875,92.0,Extreme Greed,Sell
1051,2020-12-21,22803.08203125,92.0,Extreme Greed,Sell
1052,2020-12-22,23783.029296875,88.0,Extreme Greed,Sell
1053,2020-12-23,23241.345703125,93.0,Extreme Greed,Sell
1054,2020-12-24,23735.94921875,86.0,Extreme Greed,Sell
1055,2020-12-25,24664.791015625,94.0,Extreme Greed,Sell
1056,2020-12-26,26437.037109375,93.0,Extreme Greed,Sell
1057,2020-12-27,26272.294921875,91.0,Extreme Greed,Sell
1058,2020-12-28,27084.80859375,92.0,Extreme Greed,Sell
1059,2020-12-29,27362.4375,91.0,Extreme Greed,Sell
1060,2020-12-30,28840.953125,91.0,Extreme Greed,Sell
1061,2020-12-31,29001.720703125,95.0,Extreme Greed,Sell
1062,2021-01-01,29374.15234375,94.0,Extreme Greed,Sell
1063,2021-01-02,32127.267578125,94.0,Extreme Greed,Sell
1064,2021-01-03,32782.0234375,93.0,Extreme Greed,Sell
1065,2021-01-04,31971.9140625,94.0,Extreme Greed,Sell
1066,2021-01-05,33992.4296875,93.0,Extreme Greed,Sell
1067,2021-01-06,36824.36328125,95.0,Extreme Greed,Sell
1068,2021-01-07,39371.04296875,91.0,Extreme Greed,Sell
1069,2021-01-08,40797.609375,93.0,Extreme Greed,Sell
1070,2021-01-09,40254.546875,93.0,Extreme Greed,Sell
1071,2021-01-10,38356.44140625,94.0,Extreme Greed,Sell
1072,2021-01-11,35566.65625,90.0,Extreme Greed,Sell
1073,2021-01-12,33922.9609375,84.0,Extreme Greed,Hold
1074,2021-01-13,37316.359375,78.0,Extreme Greed,Hold
1075,2021-01-14,39187.328125,83.0,Extreme Greed,Hold
1076,2021-01-15,36825.3671875,88.0,Extreme Greed,Sell
1077,2021-01-16,36178.140625,84.0,Extreme Greed,Hold
1078,2021-01-17,35791.27734375,79.0,Extreme Greed,Hold
1079,2021-01-18,36630.07421875,79.0,Extreme Greed,Hold
1080,2021-01-19,36069.8046875,80.0,Extreme Greed,Hold
1081,2021-01-20,35547.75,78.0,Extreme Greed,Hold
1082,2021-01-21,30825.69921875,75.0,Greed,Hold
1083,2021-01-22,33005.76171875,40.0,Fear,Hold
1084,2021-01-23,32067.642578125,74.0,Greed,Hold
1085,2021-01-24,32289.37890625,70.0,Greed,Hold
1086,2021-01-25,32366.392578125,74.0,Greed,Hold
1087,2021-01-26,32569.849609375,71.0,Greed,Hold
1088,2021-01-27,30432.546875,78.0,Extreme Greed,Hold
1089,2021-01-28,33466.09765625,55.0,Greed,Hold
1090,2021-01-29,34316.38671875,77.0,Extreme Greed,Hold
1091,2021-01-30,34269.5234375,76.0,Extreme Greed,Hold
1092,2021-01-31,33114.359375,78.0,Extreme Greed,Hold
1093,2021-02-01,33537.17578125,77.0,Extreme Greed,Hold
1094,2021-02-02,35510.2890625,76.0,Extreme Greed,Hold
1095,2021-02-03,37472.08984375,78.0,Extreme Greed,Hold
1096,2021-02-04,36926.06640625,80.0,Extreme Greed,Hold
1097,2021-02-05,38144.30859375,81.0,Extreme Greed,Hold
1098,2021-02-06,39266.01171875,84.0,Extreme Greed,Hold
1099,2021-02-07,38903.44140625,86.0,Extreme Greed,Sell
1100,2021-02-08,46196.46484375,83.0,Extreme Greed,Hold
1101,2021-02-09,46481.10546875,95.0,Extreme Greed,Sell
1102,2021-02-10,44918.18359375,92.0,Extreme Greed,Sell
1103,2021-02-11,47909.33203125,93.0,Extreme Greed,Sell
1104,2021-02-12,47504.8515625,92.0,Extreme Greed,Sell
1105,2021-02-13,47105.515625,92.0,Extreme Greed,Sell
1106,2021-02-14,48717.2890625,95.0,Extreme Greed,Sell
1107,2021-02-15,47945.05859375,93.0,Extreme Greed,Sell
1108,2021-02-16,49199.87109375,95.0,Extreme Greed,Sell
1109,2021-02-17,52149.0078125,95.0,Extreme Greed,Sell
1110,2021-02-18,51679.796875,91.0,Extreme Greed,Sell
1111,2021-02-19,55888.1328125,93.0,Extreme Greed,Sell
1112,2021-02-20,56099.51953125,91.0,Extreme Greed,Sell
1113,2021-02-21,57539.9453125,91.0,Extreme Greed,Sell
1114,2021-02-22,54207.3203125,94.0,Extreme Greed,Sell
1115,2021-02-23,48824.42578125,94.0,Extreme Greed,Sell
1116,2021-02-24,49705.33203125,76.0,Extreme Greed,Hold
1117,2021-02-25,47093.8515625,79.0,Extreme Greed,Hold
1118,2021-02-26,46339.76171875,55.0,Greed,Hold
1119,2021-02-27,46188.453125,56.0,Greed,Hold
1120,2021-02-28,45137.76953125,55.0,Greed,Hold
1121,2021-03-01,49631.2421875,38.0,Fear,Hold
1122,2021-03-02,48378.98828125,78.0,Extreme Greed,Hold
1123,2021-03-03,50538.2421875,78.0,Extreme Greed,Hold
1124,2021-03-04,48561.16796875,84.0,Extreme Greed,Hold
1125,2021-03-05,48927.3046875,77.0,Extreme Greed,Hold
1126,2021-03-06,48912.3828125,77.0,Extreme Greed,Hold
1127,2021-03-07,51206.69140625,76.0,Extreme Greed,Hold
1128,2021-03-08,52246.5234375,81.0,Extreme Greed,Hold
1129,2021-03-09,54824.1171875,81.0,Extreme Greed,Hold
1130,2021-03-10,56008.55078125,68.0,Greed,Hold
1131,2021-03-11,57805.12109375,73.0,Greed,Hold
1132,2021-03-12,57332.08984375,70.0,Greed,Hold
1133,2021-03-13,61243.0859375,74.0,Greed,Hold
1134,2021-03-14,59302.31640625,78.0,Extreme Greed,Hold
1135,2021-03-15,55907.19921875,76.0,Extreme Greed,Hold
1136,2021-03-16,56804.90234375,71.0,Greed,Hold
1137,2021-03-17,58870.89453125,71.0,Greed,Hold
1138,2021-03-18,57858.921875,72.0,Greed,Hold
1139,2021-03-19,58346.65234375,71.0,Greed,Hold
1140,2021-03-20,58313.64453125,75.0,Greed,Hold
1141,2021-03-21,57523.421875,73.0,Greed,Hold
1142,2021-03-22,54529.14453125,70.0,Greed,Hold
1143,2021-03-23,54738.9453125,66.0,Greed,Hold
1144,2021-03-24,52774.265625,65.0,Greed,Hold
1145,2021-03-25,51704.16015625,60.0,Greed,Hold
1146,2021-03-26,55137.3125,54.0,Neutral,Hold
1147,2021-03-27,55973.51171875,65.0,Greed,Hold
1148,2021-03-28,55950.74609375,74.0,Greed,Hold
1149,2021-03-29,57750.19921875,72.0,Greed,Hold
1150,2021-03-30,58917.69140625,72.0,Greed,Hold
1151,2021-03-31,58918.83203125,76.0,Extreme Greed,Hold
1152,2021-04-01,59095.80859375,74.0,Greed,Hold
1153,2021-04-02,59384.3125,74.0,Greed,Hold
1154,2021-04-03,57603.890625,73.0,Greed,Hold
1155,2021-04-04,58758.5546875,74.0,Greed,Hold
1156,2021-04-05,59057.87890625,71.0,Greed,Hold
1157,2021-04-06,58192.359375,75.0,Greed,Hold
1158,2021-04-07,56048.9375,72.0,Greed,Hold
1159,2021-04-08,58323.953125,73.0,Greed,Hold
1160,2021-04-09,58245.00390625,70.0,Greed,Hold
1161,2021-04-10,59793.234375,70.0,Greed,Hold
1162,2021-04-11,60204.96484375,76.0,Extreme Greed,Hold
1163,2021-04-12,59893.453125,74.0,Greed,Hold
1164,2021-04-13,63503.45703125,74.0,Greed,Hold
1165,2021-04-14,63109.6953125,75.0,Greed,Hold
1166,2021-04-15,63314.01171875,79.0,Extreme Greed,Hold
1167,2021-04-16,61572.7890625,78.0,Extreme Greed,Hold
1168,2021-04-17,60683.8203125,76.0,Extreme Greed,Hold
1169,2021-04-18,56216.18359375,79.0,Extreme Greed,Hold
1170,2021-04-19,55724.265625,74.0,Greed,Hold
1171,2021-04-20,56473.03125,73.0,Greed,Hold
1172,2021-04-21,53906.08984375,73.0,Greed,Hold
1173,2021-04-22,51762.2734375,65.0,Greed,Hold
1174,2021-04-23,51093.65234375,55.0,Greed,Hold
1175,2021-04-24,50050.8671875,37.0,Fear,Hold
1176,2021-04-25,49004.25390625,31.0,Fear,Hold
1177,2021-04-26,54021.75390625,27.0,Fear,Hold
1178,2021-04-27,55033.1171875,50.0,Neutral,Hold
1179,2021-04-28,54824.703125,59.0,Greed,Hold
1180,2021-04-29,53555.109375,52.0,Neutral,Hold
1181,2021-04-30,57750.17578125,51.0,Neutral,Hold
1182,2021-05-01,57828.05078125,68.0,Greed,Hold
1183,2021-05-02,56631.078125,66.0,Greed,Hold
1184,2021-05-03,57200.29296875,61.0,Greed,Hold
1185,2021-05-04,53333.5390625,68.0,Greed,Hold
1186,2021-05-05,57424.0078125,48.0,Neutral,Hold
1187,2021-05-06,56396.515625,65.0,Greed,Hold
1188,2021-05-07,57356.40234375,64.0,Greed,Hold
1189,2021-05-08,58803.77734375,67.0,Greed,Hold
1190,2021-05-09,58232.31640625,73.0,Greed,Hold
1191,2021-05-10,55859.796875,72.0,Greed,Hold
1192,2021-05-11,56704.57421875,61.0,Greed,Hold
1193,2021-05-12,49150.53515625,68.0,Greed,Hold
1194,2021-05-13,49716.19140625,31.0,Fear,Hold
1195,2021-05-14,49880.53515625,26.0,Fear,Hold
1196,2021-05-15,46760.1875,27.0,Fear,Hold
1197,2021-05-16,46456.05859375,20.0,Extreme Fear,Hold
1198,2021-05-17,43537.51171875,27.0,Fear,Hold
1199,2021-05-18,42909.40234375,21.0,Extreme Fear,Hold
1200,2021-05-19,37002.44140625,23.0,Extreme Fear,Hold
1201,2021-05-20,40782.73828125,11.0,Extreme Fear,Buy
1202,2021-05-21,37304.69140625,19.0,Extreme Fear,Hold
1203,2021-05-22,37536.6328125,12.0,Extreme Fear,Buy
1204,2021-05-23,34770.58203125,14.0,Extreme Fear,Buy
1205,2021-05-24,38705.98046875,10.0,Extreme Fear,Buy
1206,2021-05-25,38402.22265625,22.0,Extreme Fear,Hold
1207,2021-05-26,39294.19921875,22.0,Extreme Fear,Hold
1208,2021-05-27,38436.96875,27.0,Fear,Hold
1209,2021-05-28,35697.60546875,21.0,Extreme Fear,Hold
1210,2021-05-29,34616.06640625,18.0,Extreme Fear,Hold
1211,2021-05-30,35678.12890625,10.0,Extreme Fear,Buy
1212,2021-05-31,37332.85546875,18.0,Extreme Fear,Hold
1213,2021-06-01,36684.92578125,20.0,Extreme Fear,Hold
1214,2021-06-02,37575.1796875,23.0,Extreme Fear,Hold
1215,2021-06-03,39208.765625,24.0,Extreme Fear,Hold
1216,2021-06-04,36894.40625,27.0,Fear,Hold
1217,2021-06-05,35551.95703125,24.0,Extreme Fear,Hold
1218,2021-06-06,35862.37890625,17.0,Extreme Fear,Hold
1219,2021-06-07,33560.70703125,15.0,Extreme Fear,Buy
1220,2021-06-08,33472.6328125,13.0,Extreme Fear,Buy
1221,2021-06-09,37345.12109375,14.0,Extreme Fear,Buy
1222,2021-06-10,36702.59765625,21.0,Extreme Fear,Hold
1223,2021-06-11,37334.3984375,21.0,Extreme Fear,Hold
1224,2021-06-12,35552.515625,28.0,Fear,Hold
1225,2021-06-13,39097.859375,23.0,Extreme Fear,Hold
1226,2021-06-14,40218.4765625,28.0,Fear,Hold
1227,2021-06-15,40406.26953125,38.0,Fear,Hold
1228,2021-06-16,38347.0625,33.0,Fear,Hold
1229,2021-06-17,38053.50390625,26.0,Fear,Hold
1230,2021-06-18,35787.24609375,25.0,Extreme Fear,Hold
1231,2021-06-19,35615.87109375,23.0,Extreme Fear,Hold
1232,2021-06-20,35698.296875,21.0,Extreme Fear,Hold
1233,2021-06-21,31676.693359375,23.0,Extreme Fear,Hold
1234,2021-06-22,32505.66015625,10.0,Extreme Fear,Buy
1235,2021-06-23,33723.02734375,14.0,Extreme Fear,Buy
1236,2021-06-24,34662.4375,22.0,Extreme Fear,Hold
1237,2021-06-25,31637.779296875,27.0,Fear,Hold
1238,2021-06-26,32186.27734375,20.0,Extreme Fear,Hold
1239,2021-06-27,34649.64453125,22.0,Extreme Fear,Hold
1240,2021-06-28,34434.3359375,25.0,Extreme Fear,Hold
1241,2021-06-29,35867.77734375,25.0,Extreme Fear,Hold
1242,2021-06-30,35040.8359375,28.0,Fear,Hold
1243,2021-07-01,33572.1171875,28.0,Fear,Hold
1244,2021-07-02,33897.046875,21.0,Extreme Fear,Hold
1245,2021-07-03,34668.546875,24.0,Extreme Fear,Hold
1246,2021-07-04,35287.78125,27.0,Fear,Hold
1247,2021-07-05,33746.00390625,29.0,Fear,Hold
1248,2021-07-06,34235.1953125,20.0,Extreme Fear,Hold
1249,2021-07-07,33855.328125,28.0,Fear,Hold
1250,2021-07-08,32877.37109375,20.0,Extreme Fear,Hold
1251,2021-07-09,33798.01171875,20.0,Extreme Fear,Hold
1252,2021-07-10,33520.51953125,20.0,Extreme Fear,Hold
1253,2021-07-11,34240.1875,20.0,Extreme Fear,Hold
1254,2021-07-12,33155.84765625,25.0,Extreme Fear,Hold
1255,2021-07-13,32702.025390625,20.0,Extreme Fear,Hold
1256,2021-07-14,32822.34765625,21.0,Extreme Fear,Hold
1257,2021-07-15,31780.73046875,20.0,Extreme Fear,Hold
1258,2021-07-16,31421.5390625,22.0,Extreme Fear,Hold
1259,2021-07-17,31533.068359375,15.0,Extreme Fear,Buy
1260,2021-07-18,31796.810546875,19.0,Extreme Fear,Hold
1261,2021-07-19,30817.83203125,24.0,Extreme Fear,Hold
1262,2021-07-20,29807.34765625,19.0,Extreme Fear,Hold
1263,2021-07-21,32110.693359375,10.0,Extreme Fear,Buy
1264,2021-07-22,32313.10546875,21.0,Extreme Fear,Hold
1265,2021-07-23,33581.55078125,23.0,Extreme Fear,Hold
1266,2021-07-24,34292.4453125,22.0,Extreme Fear,Hold
1267,2021-07-25,35350.1875,27.0,Fear,Hold
1268,2021-07-26,37337.53515625,26.0,Fear,Hold
1269,2021-07-27,39406.94140625,32.0,Fear,Hold
1270,2021-07-28,39995.90625,50.0,Neutral,Hold
1271,2021-07-29,40008.421875,50.0,Neutral,Hold
1272,2021-07-30,42235.546875,53.0,Neutral,Hold
1273,2021-07-31,41626.1953125,60.0,Greed,Hold
1274,2021-08-01,39974.89453125,60.0,Greed,Hold
1275,2021-08-02,39201.9453125,48.0,Neutral,Hold
1276,2021-08-03,38152.98046875,48.0,Neutral,Hold
1277,2021-08-04,39747.50390625,42.0,Fear,Hold
1278,2021-08-05,40869.5546875,50.0,Neutral,Hold
1279,2021-08-06,42816.5,52.0,Neutral,Hold
1280,2021-08-07,44555.80078125,69.0,Greed,Hold
1281,2021-08-08,43798.1171875,74.0,Greed,Hold
1282,2021-08-09,46365.40234375,65.0,Greed,Hold
1283,2021-08-10,45585.03125,71.0,Greed,Hold
1284,2021-08-11,45593.63671875,70.0,Greed,Hold
1285,2021-08-12,44428.2890625,70.0,Greed,Hold
1286,2021-08-13,47793.3203125,70.0,Greed,Hold
1287,2021-08-14,47096.9453125,76.0,Extreme Greed,Hold
1288,2021-08-15,47047.00390625,71.0,Greed,Hold
1289,2021-08-16,46004.484375,72.0,Greed,Hold
1290,2021-08-17,44695.359375,72.0,Greed,Hold
1291,2021-08-18,44801.1875,73.0,Greed,Hold
1292,2021-08-19,46717.578125,70.0,Greed,Hold
1293,2021-08-20,49339.17578125,70.0,Greed,Hold
1294,2021-08-21,48905.4921875,78.0,Extreme Greed,Hold
1295,2021-08-22,49321.65234375,76.0,Extreme Greed,Hold
1296,2021-08-23,49546.1484375,79.0,Extreme Greed,Hold
1297,2021-08-24,47706.1171875,79.0,Extreme Greed,Hold
1298,2021-08-25,48960.7890625,73.0,Greed,Hold
1299,2021-08-26,46942.21875,75.0,Greed,Hold
1300,2021-08-27,49058.66796875,71.0,Greed,Hold
1301,2021-08-28,48902.40234375,78.0,Extreme Greed,Hold
1302,2021-08-29,48829.83203125,72.0,Greed,Hold
1303,2021-08-30,47054.984375,73.0,Greed,Hold
1304,2021-08-31,47166.6875,73.0,Greed,Hold
1305,2021-09-01,48847.02734375,71.0,Greed,Hold
1306,2021-09-02,49327.72265625,74.0,Greed,Hold
1307,2021-09-03,50025.375,74.0,Greed,Hold
1308,2021-09-04,49944.625,72.0,Greed,Hold
1309,2021-09-05,51753.41015625,73.0,Greed,Hold
1310,2021-09-06,52633.53515625,79.0,Extreme Greed,Hold
1311,2021-09-07,46811.12890625,79.0,Extreme Greed,Hold
1312,2021-09-08,46091.390625,47.0,Neutral,Hold
1313,2021-09-09,46391.421875,45.0,Fear,Hold
1314,2021-09-10,44883.91015625,46.0,Fear,Hold
1315,2021-09-11,45201.45703125,31.0,Fear,Hold
1316,2021-09-12,46063.26953125,32.0,Fear,Hold
1317,2021-09-13,44963.07421875,44.0,Fear,Hold
1318,2021-09-14,47092.4921875,30.0,Fear,Hold
1319,2021-09-15,48176.34765625,49.0,Neutral,Hold
1320,2021-09-16,47783.359375,53.0,Neutral,Hold
1321,2021-09-17,47267.51953125,48.0,Neutral,Hold
1322,2021-09-18,48278.36328125,50.0,Neutral,Hold
1323,2021-09-19,47260.21875,53.0,Neutral,Hold
1324,2021-09-20,42843.80078125,50.0,Neutral,Hold
1325,2021-09-21,40693.67578125,27.0,Fear,Hold
1326,2021-09-22,43574.5078125,21.0,Extreme Fear,Hold
1327,2021-09-23,44895.09765625,27.0,Fear,Hold
1328,2021-09-24,42839.75,33.0,Fear,Hold
1329,2021-09-25,42716.59375,28.0,Fear,Hold
1330,2021-09-26,43208.5390625,27.0,Fear,Hold
1331,2021-09-27,42235.73046875,26.0,Fear,Hold
1332,2021-09-28,41034.54296875,25.0,Extreme Fear,Hold
1333,2021-09-29,41564.36328125,24.0,Extreme Fear,Hold
1334,2021-09-30,43790.89453125,20.0,Extreme Fear,Hold
1335,2021-10-01,48116.94140625,27.0,Fear,Hold
1336,2021-10-02,47711.48828125,54.0,Neutral,Hold
1337,2021-10-03,48199.953125,49.0,Neutral,Hold
1338,2021-10-04,49112.90234375,54.0,Neutral,Hold
1339,2021-10-05,51514.8125,59.0,Greed,Hold
1340,2021-10-06,55361.44921875,68.0,Greed,Hold
1341,2021-10-07,53805.984375,76.0,Extreme Greed,Hold
1342,2021-10-08,53967.84765625,74.0,Greed,Hold
1343,2021-10-09,54968.22265625,72.0,Greed,Hold
1344,2021-10-10,54771.578125,71.0,Greed,Hold
1345,2021-10-11,57484.7890625,71.0,Greed,Hold
1346,2021-10-12,56041.05859375,78.0,Extreme Greed,Hold
1347,2021-10-13,57401.09765625,70.0,Greed,Hold
1348,2021-10-14,57321.5234375,70.0,Greed,Hold
1349,2021-10-15,61593.94921875,71.0,Greed,Hold
1350,2021-10-16,60892.1796875,78.0,Extreme Greed,Hold
1351,2021-10-17,61553.6171875,79.0,Extreme Greed,Hold
1352,2021-10-18,62026.078125,78.0,Extreme Greed,Hold
1353,2021-10-19,64261.9921875,75.0,Greed,Hold
1354,2021-10-20,65992.8359375,82.0,Extreme Greed,Hold
1355,2021-10-21,62210.171875,84.0,Extreme Greed,Hold
1356,2021-10-22,60692.265625,75.0,Greed,Hold
1357,2021-10-23,61393.6171875,74.0,Greed,Hold
1358,2021-10-24,60930.8359375,73.0,Greed,Hold
1359,2021-10-25,63039.82421875,72.0,Greed,Hold
1360,2021-10-26,60363.79296875,76.0,Extreme Greed,Hold
1361,2021-10-27,58482.38671875,73.0,Greed,Hold
1362,2021-10-28,60622.13671875,66.0,Greed,Hold
1363,2021-10-29,62227.96484375,70.0,Greed,Hold
1364,2021-10-30,61888.83203125,73.0,Greed,Hold
1365,2021-10-31,61318.95703125,74.0,Greed,Hold
1366,2021-11-01,61004.40625,74.0,Greed,Hold
1367,2021-11-02,63226.40234375,73.0,Greed,Hold
1368,2021-11-03,62970.046875,76.0,Extreme Greed,Hold
1369,2021-11-04,61452.23046875,73.0,Greed,Hold
1370,2021-11-05,61125.67578125,73.0,Greed,Hold
1371,2021-11-06,61527.48046875,71.0,Greed,Hold
1372,2021-11-07,63326.98828125,73.0,Greed,Hold
1373,2021-11-08,67566.828125,75.0,Greed,Hold
1374,2021-11-09,66971.828125,84.0,Extreme Greed,Hold
1375,2021-11-10,64995.23046875,75.0,Greed,Hold
1376,2021-11-11,64949.9609375,77.0,Extreme Greed,Hold
1377,2021-11-12,64155.94140625,74.0,Greed,Hold
1378,2021-11-13,64469.52734375,72.0,Greed,Hold
1379,2021-11-14,65466.83984375,74.0,Greed,Hold
1380,2021-11-15,63557.87109375,72.0,Greed,Hold
1381,2021-11-16,60161.24609375,71.0,Greed,Hold
1382,2021-11-17,60368.01171875,52.0,Neutral,Hold
1383,2021-11-18,56942.13671875,54.0,Neutral,Hold
1384,2021-11-19,58119.578125,34.0,Fear,Hold
1385,2021-11-20,59697.1953125,43.0,Fear,Hold
1386,2021-11-21,58730.4765625,49.0,Neutral,Hold
1387,2021-11-22,56289.2890625,50.0,Neutral,Hold
1388,2021-11-23,57569.07421875,33.0,Fear,Hold
1389,2021-11-24,56280.42578125,42.0,Fear,Hold
1390,2021-11-25,57274.6796875,32.0,Fear,Hold
1391,2021-11-26,53569.765625,47.0,Neutral,Hold
1392,2021-11-27,54815.078125,21.0,Extreme Fear,Hold
1393,2021-11-28,57248.45703125,27.0,Fear,Hold
1394,2021-11-29,57806.56640625,33.0,Fear,Hold
1395,2021-11-30,57005.42578125,40.0,Fear,Hold
1396,2021-12-01,57229.828125,34.0,Fear,Hold
1397,2021-12-02,56477.81640625,32.0,Fear,Hold
1398,2021-12-03,53598.24609375,31.0,Fear,Hold
1399,2021-12-04,49200.703125,25.0,Extreme Fear,Hold
1400,2021-12-05,49368.84765625,18.0,Extreme Fear,Hold
1401,2021-12-06,50582.625,16.0,Extreme Fear,Hold
1402,2021-12-07,50700.0859375,25.0,Extreme Fear,Hold
1403,2021-12-08,50504.796875,28.0,Fear,Hold
1404,2021-12-09,47672.12109375,29.0,Fear,Hold
1405,2021-12-10,47243.3046875,24.0,Extreme Fear,Hold
1406,2021-12-11,49362.5078125,16.0,Extreme Fear,Hold
1407,2021-12-12,50098.3359375,27.0,Fear,Hold
1408,2021-12-13,46737.48046875,28.0,Fear,Hold
1409,2021-12-14,46612.6328125,21.0,Extreme Fear,Hold
1410,2021-12-15,48896.72265625,28.0,Fear,Hold
1411,2021-12-16,47665.42578125,29.0,Fear,Hold
1412,2021-12-17,46202.14453125,23.0,Extreme Fear,Hold
1413,2021-12-18,46848.77734375,24.0,Extreme Fear,Hold
1414,2021-12-19,46707.015625,29.0,Fear,Hold
1415,2021-12-20,46880.27734375,25.0,Extreme Fear,Hold
1416,2021-12-21,48936.61328125,27.0,Fear,Hold
1417,2021-12-22,48628.51171875,45.0,Fear,Hold
1418,2021-12-23,50784.5390625,34.0,Fear,Hold
1419,2021-12-24,50822.1953125,41.0,Fear,Hold
1420,2021-12-25,50429.859375,39.0,Fear,Hold
1421,2021-12-26,50809.515625,37.0,Fear,Hold
1422,2021-12-27,50640.41796875,40.0,Fear,Hold
1423,2021-12-28,47588.85546875,41.0,Fear,Hold
1424,2021-12-29,46444.7109375,27.0,Fear,Hold
1425,2021-12-30,47178.125,22.0,Extreme Fear,Hold
1426,2021-12-31,46306.4453125,28.0,Fear,Hold
1427,2022-01-01,47686.8125,21.0,Extreme Fear,Hold
1428,2022-01-02,47345.21875,29.0,Fear,Hold
1429,2022-01-03,46458.1171875,29.0,Fear,Hold
1430,2022-01-04,45897.57421875,23.0,Extreme Fear,Hold
1431,2022-01-05,43569.00390625,24.0,Extreme Fear,Hold
1432,2022-01-06,43160.9296875,15.0,Extreme Fear,Buy
1433,2022-01-07,41557.90234375,18.0,Extreme Fear,Hold
1434,2022-01-08,41733.94140625,10.0,Extreme Fear,Buy
1435,2022-01-09,41911.6015625,23.0,Extreme Fear,Hold
1436,2022-01-10,41821.26171875,23.0,Extreme Fear,Hold
1437,2022-01-11,42735.85546875,21.0,Extreme Fear,Hold
1438,2022-01-12,43949.1015625,22.0,Extreme Fear,Hold
1439,2022-01-13,42591.5703125,21.0,Extreme Fear,Hold
1440,2022-01-14,43099.69921875,21.0,Extreme Fear,Hold
1441,2022-01-15,43177.3984375,23.0,Extreme Fear,Hold
1442,2022-01-16,43113.87890625,21.0,Extreme Fear,Hold
1443,2022-01-17,42250.55078125,22.0,Extreme Fear,Hold
1444,2022-01-18,42375.6328125,24.0,Extreme Fear,Hold
1445,2022-01-19,41744.328125,24.0,Extreme Fear,Hold
1446,2022-01-20,40680.41796875,24.0,Extreme Fear,Hold
1447,2022-01-21,36457.31640625,19.0,Extreme Fear,Hold
1448,2022-01-22,35030.25,13.0,Extreme Fear,Buy
1449,2022-01-23,36276.8046875,11.0,Extreme Fear,Buy
1450,2022-01-24,36654.328125,13.0,Extreme Fear,Buy
1451,2022-01-25,36954.00390625,12.0,Extreme Fear,Buy
1452,2022-01-26,36852.12109375,23.0,Extreme Fear,Hold
1453,2022-01-27,37138.234375,20.0,Extreme Fear,Hold
1454,2022-01-28,37784.33203125,24.0,Extreme Fear,Hold
1455,2022-01-29,38138.1796875,24.0,Extreme Fear,Hold
1456,2022-01-30,37917.6015625,29.0,Fear,Hold
1457,2022-01-31,38483.125,20.0,Extreme Fear,Hold
1458,2022-02-01,38743.2734375,26.0,Fear,Hold
1459,2022-02-02,36952.984375,28.0,Fear,Hold
1460,2022-02-03,37154.6015625,20.0,Extreme Fear,Hold
1461,2022-02-04,41500.875,20.0,Extreme Fear,Hold
1462,2022-02-05,41441.1640625,33.0,Fear,Hold
1463,2022-02-06,42412.43359375,37.0,Fear,Hold
1464,2022-02-07,43840.28515625,45.0,Fear,Hold
1465,2022-02-08,44118.4453125,48.0,Neutral,Hold
1466,2022-02-09,44338.796875,54.0,Neutral,Hold
1467,2022-02-10,43565.11328125,50.0,Neutral,Hold
1468,2022-02-11,42407.9375,50.0,Neutral,Hold
1469,2022-02-12,42244.46875,44.0,Fear,Hold
1470,2022-02-13,42197.515625,44.0,Fear,Hold
1471,2022-02-14,42586.91796875,46.0,Fear,Hold
1472,2022-02-15,44575.203125,46.0,Fear,Hold
1473,2022-02-16,43961.859375,51.0,Neutral,Hold
1474,2022-02-17,40538.01171875,52.0,Neutral,Hold
1475,2022-02-18,40030.9765625,30.0,Fear,Hold
1476,2022-02-19,40122.15625,25.0,Extreme Fear,Hold
1477,2022-02-20,38431.37890625,27.0,Fear,Hold
1478,2022-02-21,37075.28125,25.0,Extreme Fear,Hold
1479,2022-02-22,38286.02734375,20.0,Extreme Fear,Hold
1480,2022-02-23,37296.5703125,25.0,Extreme Fear,Hold
1481,2022-02-24,38332.609375,23.0,Extreme Fear,Hold
1482,2022-02-25,39214.21875,27.0,Fear,Hold
1483,2022-02-26,39105.1484375,26.0,Fear,Hold
1484,2022-02-27,37709.78515625,26.0,Fear,Hold
1485,2022-02-28,43193.234375,20.0,Extreme Fear,Hold
1486,2022-03-01,44354.63671875,51.0,Neutral,Hold
1487,2022-03-02,43924.1171875,52.0,Neutral,Hold
1488,2022-03-03,42451.7890625,39.0,Fear,Hold
1489,2022-03-04,39137.60546875,33.0,Fear,Hold
1490,2022-03-05,39400.5859375,22.0,Extreme Fear,Hold
1491,2022-03-06,38419.984375,22.0,Extreme Fear,Hold
